,Environment Feature,,,,,,,,Vehicle Feature,,,,,,,,,,,,,,,,,,,
7785,10,54,6,54,79,25,79,91,69.6,13.36898396,73.33333333,vehicle.nissan.patrol,0,0.030624213,0,23,2,T,"419,473,623,540
",73.33333333,13.36898396,69.6,Nan,-1,-1,-1,-1,-1
7786,2,29,15,66,68,60,0,50,0,100,100,vehicle.toyota.prius,0.000102453,102.1291046,6.17E-07,9,2,T,"944,402,1124,543
",100,100,0,Nan,-1,-1,-1,-1,-1
7787,22,94,44,46,90,90,66,71,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,-179.9692993,0,19,2,T,"1264,477,1482,541
",83.92156863,80.37383178,233.372093,Nan,-1,-1,-1,-1,-1
7788,23,41,21,31,87,22,14,92,0,0,85.09803922,vehicle.citroen.c3,0,-179.9692993,0,26,2,T,"1549,479,1763,541
",85.09803922,0,0,Nan,-1,-1,-1,-1,-1
7789,19,25,98,6,57,17,84,64,0,0,85.09803922,vehicle.citroen.c3,0,0.006117758,0,28,2,T,"251,487,433,541
",85.09803922,0,0,Nan,-1,-1,-1,-1,-1
7790,22,86,43,41,33,76,98,87,221.7073171,57.34265734,56.07843137,vehicle.chevrolet.impala,0,-179.9692993,0,23,2,T,"1580,477,1913,542
",56.07843137,57.34265734,221.7073171,Nan,-1,-1,-1,-1,-1
7791,16,88,5,87,44,98,87,6,0,100,100,vehicle.toyota.prius,0.000102453,0.030693341,0,22,2,T,"1193,487,1376,541
",100,100,0,Nan,-1,-1,-1,-1,-1
7792,5,54,34,0,38,4,63,49,0,0,85.09803922,vehicle.citroen.c3,0,-119.1029358,0,12,2,T,"664,429,819,542
",85.09803922,0,0,Nan,-1,-1,-1,-1,-1
7793,13,47,22,47,95,75,56,47,0,83.56164384,28.62745098,vehicle.volkswagen.t2,0,-179.9692993,0,20,2,T,"1310,453,1549,541
",28.62745098,83.56164384,0,Nan,-1,-1,-1,-1,-1
7794,4,80,36,35,15,98,17,54,69.6,13.36898396,73.33333333,vehicle.nissan.patrol,0,0.030693341,0,20,2,T,"1028,477,1193,540
",73.33333333,13.36898396,69.6,Nan,-1,-1,-1,-1,-1
7795,6,23,69,19,59,21,64,23,350.3571429,100,65.88235294,vehicle.audi.etron,0,-179.9938965,0,24,2,T,"34,468,335,542
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7796,11,13,40,5,35,92,70,11,350.3571429,100,65.88235294,vehicle.audi.etron,0,0.006117758,0,26,2,T,"149,479,397,541
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7797,20,96,66,50,92,85,75,63,0,0,42.74509804,vehicle.bmw.grandtourer,0,-179.9692993,0,19,2,T,"579,475,786,541
",42.74509804,0,0,Nan,-1,-1,-1,-1,-1
7798,9,78,46,12,5,8,19,61,0,0,42.74509804,vehicle.bmw.grandtourer,0,-179.9692993,0,15,2,T,"1013,459,1248,541
",42.74509804,0,0,Nan,-1,-1,-1,-1,-1
7799,21,19,45,68,25,46,95,47,0,100,100,vehicle.toyota.prius,0.000102453,89.99126434,1.22E-07,2,2,T,"-1487,266,1526,1719
",100,100,0,Nan,-1,-1,-1,-1,-1
7800,2,13,2,72,64,98,10,89,0,100,100,vehicle.toyota.prius,0.000102453,0.030693341,0,24,2,T,"1278,489,1462,541
",100,100,0,Nan,-1,-1,-1,-1,-1
7801,10,80,63,89,54,43,32,51,226.0465116,83.49514563,40.39215686,vehicle.tesla.model3,0,-179.9692993,0,20,2,T,"1244,482,1471,541
",40.39215686,83.49514563,226.0465116,Nan,-1,-1,-1,-1,-1
7802,9,83,43,39,58,65,44,20,0,100,100,vehicle.toyota.prius,0.000102453,-179.9692993,3.18E-15,15,2,T,"612,468,846,541
",100,100,0,Nan,-1,-1,-1,-1,-1
7803,8,50,60,68,49,85,53,16,0,0,95.29411765,vehicle.nissan.micra,0,106.6290894,0,10,2,T,"916,422,1085,541
",95.29411765,0,0,Nan,-1,-1,-1,-1,-1
7804,20,5,0,0,10,2,0.75,0,0,0,95.29411765,vehicle.nissan.micra,0,0.030693341,0,19,2,T,"961,485,1096,540
",95.29411765,0,0,Nan,-1,-1,-1,-1,-1
7805,11,67,87,2,98,41,20,66,0,83.56164384,28.62745098,vehicle.volkswagen.t2,0,0.030693341,0,20,2,T,"707,469,875,541
",28.62745098,83.56164384,0,Nan,-1,-1,-1,-1,-1
7806,12,54,38,59,58,45,52,65,0,100,100,vehicle.toyota.prius,0.000102453,-179.9692993,3.18E-15,18,2,T,"460,475,691,541
",100,100,0,Nan,-1,-1,-1,-1,-1
7807,10,56,13,96,19,38,18,45,350.3571429,100,65.88235294,vehicle.audi.a2,0.064388193,-179.9692688,-1.63E-12,15,2,T,"1037,467,1223,541
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7808,13,81,11,12,37,50,72,21,0,0,85.09803922,vehicle.jeep.wrangler_rubicon,0,-90.00869751,0,2,2,T,"400,132,42228,24558
",85.09803922,0,0,Nan,-1,-1,-1,-1,-1
7809,13,60,0,0,10,3,0.75,0,221.7073171,57.34265734,56.07843137,vehicle.chevrolet.impala,0,0.030693341,0,21,2,T,"965,494,1144,541
",56.07843137,57.34265734,221.7073171,Nan,-1,-1,-1,-1,-1
7810,10,37,63,16,55,11,57,85,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,-68.80053711,0,12,2,T,"834,441,1020,542
",83.92156863,80.37383178,233.372093,Nan,-1,-1,-1,-1,-1
7811,22,47,25,65,72,98,18,73,69.6,13.36898396,73.33333333,vehicle.nissan.patrol,0,-90.00869751,0,5,2,T,"-464,-47,708,548
",73.33333333,13.36898396,69.6,Nan,-1,-1,-1,-1,-1
7812,16,14,60,87,18,29,85,59,226.0465116,83.49514563,40.39215686,vehicle.tesla.model3,0,99.87904358,0,9,2,T,"967,391,1186,544
",40.39215686,83.49514563,226.0465116,Nan,-1,-1,-1,-1,-1
7813,12,50,25,84,69,49,17,55,0,0,85.09803922,vehicle.citroen.c3,0,-179.9938965,0,23,2,T,"293,477,502,541
",85.09803922,0,0,Nan,-1,-1,-1,-1,-1
7814,20,5,0,0,10,2,0.75,0,0,0,85.09803922,vehicle.citroen.c3,0,0.030693341,0,20,2,T,"941,484,1082,541
",85.09803922,0,0,Nan,-1,-1,-1,-1,-1
7815,15,89,86,34,23,0,22,73,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,-57.55041885,0,13,2,T,"906,456,1083,542
",83.92156863,80.37383178,233.372093,Nan,-1,-1,-1,-1,-1
7816,12,34,5,91,68,18,78,49,226.0465116,83.49514563,40.39215686,vehicle.tesla.model3,0,-179.9692993,0,17,2,T,"652,477,872,541
",40.39215686,83.49514563,226.0465116,Nan,-1,-1,-1,-1,-1
7817,12,83,91,81,32,29,22,98,0,0,95.29411765,vehicle.nissan.micra,0,0.030693341,0,19,2,T,"762,485,901,540
",95.29411765,0,0,Nan,-1,-1,-1,-1,-1
7818,9,100,42,11,43,44,50,62,350.3571429,100,65.88235294,vehicle.audi.etron,0,-142.7087555,0,15,2,T,"558,449,773,542
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7819,16,29,25,25,22,75,24,88,350.3571429,100,65.88235294,vehicle.audi.a2,0.064797997,-179.9692688,-1.63E-12,24,2,T,"1508,479,1713,541
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7820,8,16,100,31,74,22,2,50,0,0,42.74509804,vehicle.bmw.grandtourer,0,0.006117758,0,26,2,T,"164,477,411,541
",42.74509804,0,0,Nan,-1,-1,-1,-1,-1
7821,19,15,76,49,82,32,72,85,350.3571429,100,65.88235294,vehicle.audi.tt,0,-179.9692993,0,17,2,T,"830,485,1000,541
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7822,17,60,71,74,18,8,70,68,0,100,100,vehicle.toyota.prius,0.000102453,-179.9692993,3.18E-15,19,2,T,"436,477,662,541
",100,100,0,Nan,-1,-1,-1,-1,-1
7823,9,50,7,37,38,56,92,48,0,0,42.74509804,vehicle.bmw.grandtourer,0,-179.9938965,0,21,2,T,"274,470,533,541
",42.74509804,0,0,Nan,-1,-1,-1,-1,-1
7824,3,36,21,36,75,59,22,73,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,0.006117758,0,26,2,T,"318,490,503,541
",83.92156863,80.37383178,233.372093,Nan,-1,-1,-1,-1,-1
7825,4,98,34,43,4,99,84,28,350.3571429,100,65.88235294,vehicle.audi.tt,0,-179.9692993,0,16,2,T,"1052,478,1257,542
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7826,12,41,90,66,79,57,79,0,0,0,95.29411765,vehicle.nissan.micra,0,-179.9692993,0,23,2,T,"1473,480,1675,540
",95.29411765,0,0,Nan,-1,-1,-1,-1,-1
7827,21,74,96,69,55,45,86,4,0,0,85.09803922,vehicle.jeep.wrangler_rubicon,0,0.030693341,0,22,2,T,"1234,475,1396,541
",85.09803922,0,0,Nan,-1,-1,-1,-1,-1
7828,5,87,98,80,23,52,68,48,226.0465116,83.49514563,40.39215686,vehicle.tesla.model3,0,0.030693341,0,21,2,T,"603,488,793,541
",40.39215686,83.49514563,226.0465116,Nan,-1,-1,-1,-1,-1
7829,13,25,80,17,63,97,33,49,0,0,85.09803922,vehicle.jeep.wrangler_rubicon,0,-179.9692993,0,24,2,T,"1496,465,1713,541
",85.09803922,0,0,Nan,-1,-1,-1,-1,-1
7830,14,65,16,64,47,76,40,32,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,0.030693341,0,24,2,T,"522,492,685,541
",83.92156863,80.37383178,233.372093,Nan,-1,-1,-1,-1,-1
7831,3,25,16,6,23,58,25,21,350.3571429,100,65.88235294,vehicle.audi.etron,0,0.006117758,0,28,2,T,"171,483,402,541
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7832,2,64,86,4,46,42,60,26,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,-179.9692993,0,18,2,T,"477,477,692,541
",83.92156863,80.37383178,233.372093,Nan,-1,-1,-1,-1,-1
7833,9,78,0,99,24,57,72,91,69.6,13.36898396,73.33333333,vehicle.nissan.patrol,0,0.006117758,0,27,2,T,"206,475,422,540
",73.33333333,13.36898396,69.6,Nan,-1,-1,-1,-1,-1
7834,8,86,34,89,29,44,89,51,350.3571429,100,65.88235294,vehicle.audi.etron,0,-90.00869751,0,5,2,T,"-8,106,818,553
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7835,18,25,23,5,13,16,39,91,221.7073171,57.34265734,56.07843137,vehicle.chevrolet.impala,0,-179.9692993,0,15,2,T,"1016,474,1282,542
",56.07843137,57.34265734,221.7073171,Nan,-1,-1,-1,-1,-1
7836,10,87,71,33,13,28,66,25,221.7073171,57.34265734,56.07843137,vehicle.chevrolet.impala,0,0.030693341,0,22,2,T,"1099,495,1288,541
",56.07843137,57.34265734,221.7073171,Nan,-1,-1,-1,-1,-1
7837,19,94,36,58,100,22,88,31,69.6,13.36898396,73.33333333,vehicle.nissan.patrol,0,0.030693341,0,25,2,T,"1436,472,1655,540
",73.33333333,13.36898396,69.6,Nan,-1,-1,-1,-1,-1
7838,7,43,13,18,1,54,83,47,350.3571429,100,65.88235294,vehicle.audi.a2,0.064695552,0.030691216,0,21,2,T,"768,490,896,541
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7839,11,65,91,24,89,69,25,96,69.6,13.36898396,73.33333333,vehicle.nissan.patrol,0,-80.05051422,0,10,2,T,"686,376,932,542
",73.33333333,13.36898396,69.6,Nan,-1,-1,-1,-1,-1
7840,18,36,94,16,98,10,54,44,350.3571429,100,65.88235294,vehicle.audi.etron,0,0.030693341,0,19,2,T,"895,480,1076,541
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7841,22,6,68,41,57,6,57,52,69.6,13.36898396,73.33333333,vehicle.nissan.patrol,0,89.99127197,0,4,2,T,"935,20,1484,547
",73.33333333,13.36898396,69.6,Nan,-1,-1,-1,-1,-1
7842,17,2,41,84,80,46,94,96,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,-179.9692993,0,19,2,T,"1169,484,1353,541
",83.92156863,80.37383178,233.372093,Nan,-1,-1,-1,-1,-1
7843,21,1,28,32,48,43,69,72,69.6,13.36898396,73.33333333,vehicle.nissan.patrol,0,-179.9692993,0,18,2,T,"471,461,700,541
",73.33333333,13.36898396,69.6,Nan,-1,-1,-1,-1,-1
7844,8,56,87,58,96,85,9,47,0,0,42.74509804,vehicle.bmw.grandtourer,0,0.030693341,0,21,2,T,"636,483,811,541
",42.74509804,0,0,Nan,-1,-1,-1,-1,-1
7845,16,29,51,51,60,11,8,93,69.6,13.36898396,73.33333333,vehicle.nissan.patrol,0,-179.9692993,0,15,2,T,"823,455,1035,541
",73.33333333,13.36898396,69.6,Nan,-1,-1,-1,-1,-1
7846,19,44,20,88,4,65,39,37,0,0,42.74509804,vehicle.bmw.grandtourer,0,-179.9938965,0,22,2,T,"212,470,476,541
",42.74509804,0,0,Nan,-1,-1,-1,-1,-1
7847,24,77,2,11,54,46,35,91,0,83.56164384,28.62745098,vehicle.volkswagen.t2,0,-179.9692993,0,16,2,T,"1104,446,1334,541
",28.62745098,83.56164384,0,Nan,-1,-1,-1,-1,-1
7848,18,20,39,46,18,52,100,3,350.3571429,100,65.88235294,vehicle.audi.tt,0,-179.9692993,0,16,2,T,"688,481,880,541
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7849,4,72,41,57,85,52,51,20,0,0,85.09803922,vehicle.jeep.wrangler_rubicon,0,0.030693341,0,19,2,T,"839,474,977,541
",85.09803922,0,0,Nan,-1,-1,-1,-1,-1
7850,12,62,80,95,20,100,43,49,221.7073171,57.34265734,56.07843137,vehicle.chevrolet.impala,0,0.030693341,0,20,2,T,"575,490,790,541
",56.07843137,57.34265734,221.7073171,Nan,-1,-1,-1,-1,-1
7851,5,93,72,82,25,66,94,33,350.3571429,100,65.88235294,vehicle.audi.a2,0.064442828,-71.05053711,3.34E-09,11,2,T,"862,430,1036,542
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7852,19,79,48,84,25,100,64,68,226.0465116,83.49514563,40.39215686,vehicle.tesla.model3,0,0.030693341,0,28,2,T,"1515,488,1749,541
",40.39215686,83.49514563,226.0465116,Nan,-1,-1,-1,-1,-1
7853,2,69,24,98,9,90,20,98,0,0,85.09803922,vehicle.citroen.c3,0,0.006117758,0,26,2,T,"359,487,530,541
",85.09803922,0,0,Nan,-1,-1,-1,-1,-1
7854,19,4,82,1,92,71,3,64,350.3571429,100,65.88235294,vehicle.audi.etron,0,-179.9692993,0,22,2,T,"1416,474,1673,542
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7855,8,84,40,3,36,89,24,89,0,83.56164384,28.62745098,vehicle.volkswagen.t2,0,0.030693341,0,27,2,T,"1383,474,1573,541
",28.62745098,83.56164384,0,Nan,-1,-1,-1,-1,-1
7856,9,18,40,87,23,29,71,29,350.3571429,100,65.88235294,vehicle.audi.tt,0,0.030693341,0,21,2,T,"1139,492,1306,541
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7857,19,80,42,28,76,52,89,27,0,0,95.29411765,vehicle.nissan.micra,0,-179.9938965,0,22,2,T,"310,479,508,540
",95.29411765,0,0,Nan,-1,-1,-1,-1,-1
7858,22,11,90,82,49,84,7,66,0,0,42.74509804,vehicle.bmw.grandtourer,0,-179.9692993,0,17,2,T,"767,472,957,541
",42.74509804,0,0,Nan,-1,-1,-1,-1,-1
7859,7,54,25,39,86,69,7,73,0,83.56164384,28.62745098,vehicle.volkswagen.t2,0,-179.9938965,0,22,2,T,"234,453,490,541
",28.62745098,83.56164384,0,Nan,-1,-1,-1,-1,-1
7860,7,79,16,21,20,79,67,29,0,0,42.74509804,vehicle.bmw.grandtourer,0,-179.9938965,0,26,2,T,"78,473,348,541
",42.74509804,0,0,Nan,-1,-1,-1,-1,-1
7861,20,67,43,12,95,88,27,55,0,0,42.74509804,vehicle.bmw.grandtourer,0,-179.9692993,0,18,2,T,"380,465,639,541
",42.74509804,0,0,Nan,-1,-1,-1,-1,-1
7862,2,57,42,72,15,11,92,64,0,0,42.74509804,vehicle.bmw.grandtourer,0,0.030693341,0,22,2,T,"611,485,784,541
",42.74509804,0,0,Nan,-1,-1,-1,-1,-1
7863,21,100,25,61,14,22,3,59,0,0,42.74509804,vehicle.bmw.grandtourer,0,131.6165161,0,14,2,T,"1028,443,1234,542
",42.74509804,0,0,Nan,-1,-1,-1,-1,-1
7864,8,88,7,4,17,21,9,64,0,0,95.29411765,vehicle.nissan.micra,0,-90.00869751,0,4,2,T,"478,177,947,545
",95.29411765,0,0,Nan,-1,-1,-1,-1,-1
7865,10,87,83,5,20,6,31,82,0,0,42.74509804,vehicle.bmw.grandtourer,0,0.006117758,0,27,2,T,"237,483,453,541
",42.74509804,0,0,Nan,-1,-1,-1,-1,-1
7866,14,76,94,80,81,28,35,39,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,0.030693341,0,27,2,T,"1443,492,1625,541
",83.92156863,80.37383178,233.372093,Nan,-1,-1,-1,-1,-1
7867,13,61,51,48,32,62,99,33,221.7073171,57.34265734,56.07843137,vehicle.chevrolet.impala,0,-179.9692993,0,23,2,T,"1539,477,1864,542
",56.07843137,57.34265734,221.7073171,Nan,-1,-1,-1,-1,-1
7868,16,10,88,85,63,3,4,99,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,-59.80046082,0,14,2,T,"819,460,1000,542
",83.92156863,80.37383178,233.372093,Nan,-1,-1,-1,-1,-1
7869,21,74,55,43,55,43,42,2,221.7073171,57.34265734,56.07843137,vehicle.chevrolet.impala,0,-179.9692993,0,18,2,T,"1235,477,1520,542
",56.07843137,57.34265734,221.7073171,Nan,-1,-1,-1,-1,-1
7870,4,65,45,38,90,50,18,12,350.3571429,100,65.88235294,vehicle.audi.etron,0,0.030693341,0,24,2,T,"1280,485,1478,541
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7871,7,17,16,98,75,84,12,3,350.3571429,100,65.88235294,vehicle.audi.tt,0,0.030693341,0,21,2,T,"1008,495,1153,541
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7872,7,8,99,38,25,51,46,25,69.6,13.36898396,73.33333333,vehicle.nissan.patrol,0,-179.9692993,0,24,2,T,"1563,460,1838,541
",73.33333333,13.36898396,69.6,Nan,-1,-1,-1,-1,-1
7873,7,84,85,26,2,43,94,79,350.3571429,100,65.88235294,vehicle.audi.a2,0.064613588,-179.9692688,-1.63E-12,23,2,T,"1554,472,1789,541
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7874,18,19,59,11,86,73,75,33,350.3571429,100,65.88235294,vehicle.audi.tt,0,0.030693341,0,23,2,T,"1258,492,1436,541
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7875,8,7,56,3,85,6,67,12,0,0,85.09803922,vehicle.citroen.c3,0,0.030693341,0,21,2,T,"738,486,880,541
",85.09803922,0,0,Nan,-1,-1,-1,-1,-1
7876,19,64,46,2,36,94,67,71,350.3571429,100,65.88235294,vehicle.audi.etron,0,0.006117758,0,29,2,T,"211,486,427,541
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7877,18,39,71,12,14,22,10,69,0,0,85.09803922,vehicle.jeep.wrangler_rubicon,0,-90.00869751,0,5,2,T,"268,161,821,546
",85.09803922,0,0,Nan,-1,-1,-1,-1,-1
7878,17,57,26,7,64,60,5,46,0,0,85.09803922,vehicle.jeep.wrangler_rubicon,0,-123.799057,0,13,2,T,"703,425,867,541
",85.09803922,0,0,Nan,-1,-1,-1,-1,-1
7879,22,13,20,6,22,76,29,5,0,100,100,vehicle.toyota.prius,0.000102453,-90.00869751,2.16E-07,6,2,T,"171,219,814,547
",100,100,0,Nan,-1,-1,-1,-1,-1
7880,11,29,29,9,68,22,8,48,0,83.56164384,28.62745098,vehicle.volkswagen.t2,0,0.030693341,0,22,2,T,"639,472,806,541
",28.62745098,83.56164384,0,Nan,-1,-1,-1,-1,-1
7881,11,15,88,52,38,4,36,81,0,83.56164384,28.62745098,vehicle.volkswagen.t2,0,-179.9692993,0,21,2,T,"298,454,544,541
",28.62745098,83.56164384,0,Nan,-1,-1,-1,-1,-1
7882,23,39,10,36,38,35,35,36,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,0.030693341,0,21,2,T,"606,488,773,541
",83.92156863,80.37383178,233.372093,Nan,-1,-1,-1,-1,-1
7883,17,28,22,37,69,79,13,56,350.3571429,100,65.88235294,vehicle.audi.tt,0,-179.9692993,0,16,2,T,"1059,480,1256,541
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7884,11,30,35,71,95,57,5,64,0,100,100,vehicle.toyota.prius,0.000102453,-84.55059814,-3.26E-12,8,2,T,"713,379,964,543
",100,100,0,Nan,-1,-1,-1,-1,-1
7885,12,58,15,78,7,55,88,76,69.6,13.36898396,73.33333333,vehicle.nissan.patrol,0,-179.9692993,0,16,2,T,"658,459,872,541
",73.33333333,13.36898396,69.6,Nan,-1,-1,-1,-1,-1
7886,4,55,6,62,76,88,41,64,221.7073171,57.34265734,56.07843137,vehicle.chevrolet.impala,0,-179.9692993,0,18,2,T,"931,486,1142,541
",56.07843137,57.34265734,221.7073171,Nan,-1,-1,-1,-1,-1
7887,17,10,96,40,57,5,66,65,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,0.030693341,0,27,2,T,"1541,487,1751,541
",83.92156863,80.37383178,233.372093,Nan,-1,-1,-1,-1,-1
7888,8,100,94,6,86,48,38,6,69.6,13.36898396,73.33333333,vehicle.nissan.patrol,0,126.8791275,0,14,2,T,"963,434,1152,541
",73.33333333,13.36898396,69.6,Nan,-1,-1,-1,-1,-1
7889,5,16,65,90,29,93,47,21,0,0,85.09803922,vehicle.citroen.c3,0,-71.05053711,0,12,2,T,"733,434,933,542
",85.09803922,0,0,Nan,-1,-1,-1,-1,-1
7890,20,51,94,18,32,24,64,72,221.7073171,57.34265734,56.07843137,vehicle.chevrolet.impala,0,-179.9692993,0,19,2,T,"1238,482,1499,541
",56.07843137,57.34265734,221.7073171,Nan,-1,-1,-1,-1,-1
7891,23,10,12,97,83,49,71,58,0,0,85.09803922,vehicle.jeep.wrangler_rubicon,0,0.030693341,0,21,2,T,"668,477,812,541
",85.09803922,0,0,Nan,-1,-1,-1,-1,-1
7892,18,66,94,44,69,4,33,66,0,0,85.09803922,vehicle.citroen.c3,0,-179.9692993,0,16,2,T,"895,469,1072,541
",85.09803922,0,0,Nan,-1,-1,-1,-1,-1
7893,9,27,42,58,26,5,51,43,69.6,13.36898396,73.33333333,vehicle.nissan.patrol,0,0.030693341,0,21,2,T,"1089,476,1261,540
",73.33333333,13.36898396,69.6,Nan,-1,-1,-1,-1,-1
7894,23,60,27,89,73,50,92,56,0,0,85.09803922,vehicle.jeep.wrangler_rubicon,0,-90.00869751,0,5,2,T,"475,120,937,547
",85.09803922,0,0,Nan,-1,-1,-1,-1,-1
7895,23,29,0,9,2,89,98,74,0,0,85.09803922,vehicle.citroen.c3,0,-64.30052185,0,14,2,T,"736,451,924,542
",85.09803922,0,0,Nan,-1,-1,-1,-1,-1
7896,15,6,5,27,5,45,20,89,221.7073171,57.34265734,56.07843137,vehicle.chevrolet.impala,0,126.8791275,0,13,2,T,"997,453,1208,542
",56.07843137,57.34265734,221.7073171,Nan,-1,-1,-1,-1,-1
7897,21,87,98,79,45,5,93,70,0,0,85.09803922,vehicle.jeep.wrangler_rubicon,0,-179.9692993,0,16,2,T,"795,457,967,541
",85.09803922,0,0,Nan,-1,-1,-1,-1,-1
7898,5,39,85,16,89,39,7,3,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,-90.00869751,0,5,2,T,"-871,-59,661,554
",83.92156863,80.37383178,233.372093,Nan,-1,-1,-1,-1,-1
7899,15,37,61,0,85,63,84,66,226.0465116,83.49514563,40.39215686,vehicle.tesla.model3,0,0.030693341,0,19,2,T,"848,487,1024,541
",40.39215686,83.49514563,226.0465116,Nan,-1,-1,-1,-1,-1
7900,3,5,51,75,83,47,61,49,69.6,13.36898396,73.33333333,vehicle.nissan.patrol,0,-179.9692993,0,17,2,T,"1064,463,1269,541
",73.33333333,13.36898396,69.6,Nan,-1,-1,-1,-1,-1
7901,23,32,43,23,38,93,3,60,0,0,42.74509804,vehicle.bmw.grandtourer,0,89.99127197,0,4,2,T,"1121,-37,2306,552
",42.74509804,0,0,Nan,-1,-1,-1,-1,-1
7902,17,12,84,7,39,40,72,90,0,0,85.09803922,vehicle.citroen.c3,0,-179.9692993,0,18,2,T,"987,479,1144,541
",85.09803922,0,0,Nan,-1,-1,-1,-1,-1
7903,6,66,51,84,24,89,54,62,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,0.030693341,0,20,2,T,"1157,486,1332,541
",83.92156863,80.37383178,233.372093,Nan,-1,-1,-1,-1,-1
7904,19,92,13,88,9,76,83,69,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,-179.9938965,0,26,2,T,"100,482,335,541
",83.92156863,80.37383178,233.372093,Nan,-1,-1,-1,-1,-1
7905,2,48,14,100,78,50,33,66,350.3571429,100,65.88235294,vehicle.audi.tt,0,0.030693341,0,20,2,T,"836,494,979,541
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7906,23,14,19,16,47,41,38,26,69.6,13.36898396,73.33333333,vehicle.nissan.patrol,0,-179.9692993,0,18,2,T,"1068,464,1269,541
",73.33333333,13.36898396,69.6,Nan,-1,-1,-1,-1,-1
7907,9,31,50,14,2,84,95,12,350.3571429,100,65.88235294,vehicle.audi.etron,0,0.030693341,0,19,2,T,"999,479,1189,541
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7908,6,4,12,91,59,3,13,23,350.3571429,100,65.88235294,vehicle.audi.etron,0,-90.00869751,0,5,2,T,"123,123,852,552
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7909,23,63,79,92,45,1,50,1,0,0,95.29411765,vehicle.nissan.micra,0,-123.799057,0,12,2,T,"635,441,791,541
",95.29411765,0,0,Nan,-1,-1,-1,-1,-1
7910,3,15,16,8,36,58,89,76,221.7073171,57.34265734,56.07843137,vehicle.chevrolet.impala,0,0.030693341,0,21,2,T,"1082,492,1281,541
",56.07843137,57.34265734,221.7073171,Nan,-1,-1,-1,-1,-1
7911,20,25,65,38,34,64,88,15,350.3571429,100,65.88235294,vehicle.audi.tt,0,-179.9692993,0,20,2,T,"1278,485,1485,541
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7912,5,70,35,14,28,47,6,41,0,0,85.09803922,vehicle.citroen.c3,0,89.99127197,0,5,2,T,"1044,208,1538,548
",85.09803922,0,0,Nan,-1,-1,-1,-1,-1
7913,13,32,53,12,76,66,40,33,0,0,42.74509804,vehicle.bmw.grandtourer,0,-90.00869751,0,5,2,T,"610,228,1037,546
",42.74509804,0,0,Nan,-1,-1,-1,-1,-1
7914,11,100,49,77,100,53,90,32,0,0,42.74509804,vehicle.bmw.grandtourer,0,-179.9938965,0,24,2,T,"230,475,477,541
",42.74509804,0,0,Nan,-1,-1,-1,-1,-1
7915,16,50,62,43,55,50,30,15,350.3571429,100,65.88235294,vehicle.audi.tt,0,-179.9692993,0,16,2,T,"1106,476,1323,542
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
